Year,Month,D4-Exceptional Drought,D3-Extreme Drought,D2-Severe Drought,D1-Moderate Drought,D0-Abnormally Dry,No Drought,Date,DSCI
1/25/2005,0.0,0.0,0.21,4.1,11.76,88.24,2005-01-25,2005,124.89999999999999
1/18/2005,0.0,0.0,0.21,4.1,11.63,88.37,2005-01-18,2005,124.77000000000001
1/11/2005,0.0,0.0,0.21,4.1,16.6,83.4,2005-01-11,2005,129.74
1/4/2005,0.0,0.0,1.77,7.85,30.95,69.05,2005-01-04,2005,161.58
12/28/2004,0.0,0.0,3.98,28.85,59.54,40.46,2004-12-28,2004,262.01
12/21/2004,0.0,0.0,3.98,29.37,67.77,32.23,2004-12-21,2004,271.8
12/14/2004,0.0,0.0,3.98,29.37,67.77,32.23,2004-12-14,2004,271.8
12/7/2004,0.0,0.0,4.84,29.37,73.38,26.62,2004-12-07,2004,280.85
11/30/2004,0.0,0.0,8.64,30.21,73.54,26.46,2004-11-30,2004,298.73
11/23/2004,0.0,0.0,8.3,31.28,75.77,24.23,2004-11-23,2004,302.81
11/16/2004,0.0,0.0,8.3,31.28,75.77,24.23,2004-11-16,2004,302.81
11/9/2004,0.0,0.0,8.3,31.28,79.16,20.84,2004-11-09,2004,306.2
11/2/2004,0.0,0.0,10.42,31.28,81.59,18.41,2004-11-02,2004,317.11
10/26/2004,0.0,0.0,10.42,40.55,81.77,18.23,2004-10-26,2004,345.09999999999997
10/19/2004,0.0,0.0,18.25,55.82,87.79,12.21,2004-10-19,2004,428.25
10/12/2004,0.0,0.0,21.1,61.08,94.59,5.41,2004-10-12,2004,462.23
10/5/2004,0.0,0.0,21.1,61.08,94.59,5.41,2004-10-05,2004,462.23
9/28/2004,0.0,0.0,21.1,61.08,94.59,5.41,2004-09-28,2004,462.23
9/21/2004,0.0,0.0,21.1,61.08,94.74,5.26,2004-09-21,2004,462.38
9/14/2004,0.0,0.0,21.1,61.08,94.65,5.35,2004-09-14,2004,462.28999999999996
9/7/2004,0.0,0.0,22.45,61.29,94.8,5.2,2004-09-07,2004,468.46999999999997
8/31/2004,0.0,0.0,22.45,61.29,94.9,5.1,2004-08-31,2004,468.57
8/24/2004,0.0,0.0,21.79,60.59,89.37,10.63,2004-08-24,2004,458.29999999999995
8/17/2004,0.0,0.0,21.79,60.59,89.38,10.62,2004-08-17,2004,458.30999999999995
8/10/2004,0.0,0.0,25.3,60.59,89.38,10.62,2004-08-10,2004,472.34999999999997
8/3/2004,0.0,0.0,14.97,52.05,84.36,15.64,2004-08-03,2004,400.39
7/27/2004,0.0,0.0,14.97,52.05,85.19,14.81,2004-07-27,2004,401.21999999999997
7/20/2004,0.0,0.0,9.89,52.02,85.19,14.81,2004-07-20,2004,380.81
7/13/2004,0.0,0.0,8.32,52.05,85.19,14.81,2004-07-13,2004,374.62
7/6/2004,0.0,0.0,8.32,52.05,85.19,14.81,2004-07-06,2004,374.62
6/29/2004,0.0,0.0,7.57,50.9,85.36,14.64,2004-06-29,2004,368.34000000000003
6/22/2004,0.0,0.0,7.57,50.66,82.05,17.95,2004-06-22,2004,364.30999999999995
6/15/2004,0.0,0.0,7.67,50.41,82.33,17.67,2004-06-15,2004,364.23999999999995
6/8/2004,0.0,0.0,7.67,50.41,82.33,17.67,2004-06-08,2004,364.23999999999995
6/1/2004,0.0,0.0,6.66,50.36,81.61,18.39,2004-06-01,2004,359.33
5/25/2004,0.0,0.0,6.96,48.33,83.1,16.9,2004-05-25,2004,355.93
5/18/2004,0.0,0.0,6.96,46.06,82.93,17.07,2004-05-18,2004,348.95
5/11/2004,0.0,0.0,6.96,46.06,82.93,17.07,2004-05-11,2004,348.95
5/4/2004,0.0,0.0,6.96,46.06,83.19,16.81,2004-05-04,2004,349.21
4/27/2004,0.0,0.0,6.96,22.67,70.79,29.21,2004-04-27,2004,266.64
4/20/2004,0.0,0.0,5.78,19.01,68.36,31.64,2004-04-20,2004,248.51000000000002
4/13/2004,0.0,0.0,5.78,19.01,68.36,31.64,2004-04-13,2004,248.51000000000002
4/6/2004,0.0,0.0,5.43,16.45,37.92,62.08,2004-04-06,2004,208.99
3/30/2004,0.0,0.0,7.94,17.16,38.15,61.85,2004-03-30,2004,221.39
3/23/2004,0.0,0.0,7.94,17.16,26.0,74.0,2004-03-23,2004,209.24
3/16/2004,0.0,0.0,7.94,17.16,26.0,74.0,2004-03-16,2004,209.24
3/9/2004,0.0,0.0,7.94,17.16,26.0,74.0,2004-03-09,2004,209.24
3/2/2004,0.0,0.0,7.94,17.16,26.0,74.0,2004-03-02,2004,209.24
2/24/2004,0.0,0.0,7.78,17.2,29.38,70.62,2004-02-24,2004,212.1
2/17/2004,0.0,0.0,7.78,17.2,32.53,67.47,2004-02-17,2004,215.25
2/10/2004,0.0,0.0,7.78,17.2,32.53,67.47,2004-02-10,2004,215.25
2/3/2004,0.0,0.0,7.79,17.3,32.82,67.18,2004-02-03,2004,215.88
1/27/2004,0.0,0.0,7.67,17.3,32.82,67.18,2004-01-27,2004,215.4
1/20/2004,0.0,0.0,7.67,18.38,33.99,66.01,2004-01-20,2004,219.81
1/13/2004,0.0,0.0,9.51,23.23,34.73,65.27,2004-01-13,2004,242.45999999999998
1/6/2004,0.0,0.0,8.05,20.28,30.45,69.55,2004-01-06,2004,223.49
12/30/2003,0.0,0.0,9.47,20.28,32.66,67.34,2003-12-30,2003,231.38
12/23/2003,0.0,0.01,9.8,32.06,52.16,47.84,2003-12-23,2003,287.59000000000003
12/16/2003,0.0,0.02,9.75,30.57,51.09,48.91,2003-12-16,2003,281.90000000000003
12/9/2003,0.0,0.01,8.86,29.64,52.54,47.46,2003-12-09,2003,276.95
12/2/2003,0.0,0.0,9.84,30.7,56.27,43.73,2003-12-02,2003,287.73
11/25/2003,0.0,0.0,10.91,30.69,53.81,46.19,2003-11-25,2003,289.52
11/18/2003,0.0,0.03,11.56,32.1,55.44,44.56,2003-11-18,2003,298.13
11/11/2003,0.0,0.0,10.2,31.34,54.13,45.87,2003-11-11,2003,288.95
11/4/2003,0.0,0.0,11.07,33.06,70.86,29.14,2003-11-04,2003,314.32000000000005
10/28/2003,0.0,0.02,11.32,42.17,93.4,6.6,2003-10-28,2003,365.2900000000001
10/21/2003,0.0,0.0,11.27,26.49,73.23,26.77,2003-10-21,2003,297.78000000000003
10/14/2003,0.0,0.0,9.48,23.96,71.75,28.25,2003-10-14,2003,281.55
10/7/2003,0.0,0.0,10.65,25.28,33.09,66.91,2003-10-07,2003,251.53
9/30/2003,0.0,0.0,8.94,23.86,32.02,67.98,2003-09-30,2003,239.36
9/23/2003,0.0,0.0,10.71,25.47,33.08,66.92,2003-09-23,2003,252.32999999999998
9/16/2003,0.0,0.0,10.18,24.9,32.75,67.25,2003-09-16,2003,248.17
9/9/2003,0.0,0.01,9.39,27.52,34.17,65.83,2003-09-09,2003,254.34000000000003
9/2/2003,0.0,0.0,15.26,30.54,34.68,65.32,2003-09-02,2003,287.34000000000003
8/26/2003,0.0,0.01,13.44,24.01,33.2,66.8,2003-08-26,2003,259.04
8/19/2003,0.0,0.0,12.7,24.08,33.19,66.81,2003-08-19,2003,256.23
8/12/2003,0.0,0.01,8.37,24.75,36.07,63.93,2003-08-12,2003,243.85
8/5/2003,0.0,0.05,9.1,25.72,36.63,63.37,2003-08-05,2003,250.44
7/29/2003,0.0,0.03,8.43,24.76,36.1,63.9,2003-07-29,2003,244.25
7/22/2003,0.0,0.01,8.9,26.04,37.04,62.96,2003-07-22,2003,250.81
7/15/2003,0.0,0.0,9.19,25.28,37.86,62.14,2003-07-15,2003,250.46
7/8/2003,0.0,0.0,9.38,25.72,37.59,62.41,2003-07-08,2003,252.27
7/1/2003,0.0,0.03,8.45,25.06,36.86,63.14,2003-07-01,2003,245.99000000000004
6/24/2003,0.0,0.04,8.28,25.23,35.3,64.7,2003-06-24,2003,244.31
6/17/2003,0.0,0.1,8.23,25.85,36.17,63.83,2003-06-17,2003,247.14000000000004
6/10/2003,0.0,0.0,8.66,25.72,36.3,63.7,2003-06-10,2003,248.10000000000002
6/3/2003,0.0,0.0,8.99,26.16,36.68,63.32,2003-06-03,2003,251.12000000000003
5/27/2003,0.0,0.0,8.38,25.13,34.95,65.05,2003-05-27,2003,243.85999999999999
5/20/2003,0.0,0.0,8.47,25.01,35.85,64.15,2003-05-20,2003,244.76000000000002
5/13/2003,0.0,0.0,8.03,25.47,36.19,63.81,2003-05-13,2003,244.72
5/6/2003,0.0,0.0,8.33,30.12,41.29,58.71,2003-05-06,2003,264.96999999999997
4/29/2003,0.0,0.0,7.67,29.46,40.63,59.37,2003-04-29,2003,259.69
4/22/2003,0.0,0.04,8.75,30.85,40.28,59.72,2003-04-22,2003,268.03000000000003
4/15/2003,0.0,0.05,10.17,29.0,41.44,58.56,2003-04-15,2003,269.37
4/8/2003,0.0,0.17,11.39,32.74,59.87,40.13,2003-04-08,2003,304.50000000000006
4/1/2003,0.0,0.21,11.57,32.57,60.36,39.64,2003-04-01,2003,305.40000000000003
3/25/2003,0.0,0.1,11.33,32.1,48.17,51.83,2003-03-25,2003,290.29
3/18/2003,0.0,0.04,11.55,32.9,48.5,51.5,2003-03-18,2003,293.59999999999997
3/11/2003,0.0,1.2,21.85,33.71,54.86,45.14,2003-03-11,2003,349.39
3/4/2003,0.0,1.35,21.81,30.65,39.83,60.17,2003-03-04,2003,325.77
2/25/2003,0.0,7.62,20.61,34.46,41.9,58.1,2003-02-25,2003,365.82000000000005
2/18/2003,0.0,7.93,20.69,34.47,42.18,57.82,2003-02-18,2003,368.0
2/11/2003,0.0,14.91,28.32,38.83,54.61,45.39,2003-02-11,2003,458.93
2/4/2003,0.0,15.7,25.8,31.78,52.64,47.36,2003-02-04,2003,429.68
1/28/2003,0.0,15.67,25.24,29.56,48.26,51.74,2003-01-28,2003,416.25
1/21/2003,0.0,17.18,24.2,29.7,38.93,61.07,2003-01-21,2003,410.73
1/14/2003,0.0,17.08,25.39,30.81,39.29,60.71,2003-01-14,2003,418.67999999999995
1/7/2003,0.0,16.93,25.42,32.14,41.84,58.16,2003-01-07,2003,424.59000000000003
12/31/2002,0.0,17.19,26.06,32.23,41.61,58.39,2002-12-31,2002,428.49
12/24/2002,0.0,17.58,26.29,33.12,43.44,56.56,2002-12-24,2002,435.85999999999996
12/17/2002,0.0,17.18,29.12,35.75,57.9,42.1,2002-12-17,2002,467.53
12/10/2002,0.0,17.39,30.89,51.74,100.0,0.0,2002-12-10,2002,565.73
12/3/2002,0.0,17.35,28.16,35.26,94.34,5.66,2002-12-03,2002,499.51
11/26/2002,0.0,20.81,28.59,36.15,95.04,4.96,2002-11-26,2002,521.9
11/19/2002,0.0,20.68,28.21,35.87,94.45,5.55,2002-11-19,2002,518.3
11/12/2002,0.0,20.41,28.1,35.19,94.71,5.29,2002-11-12,2002,514.7299999999999
11/5/2002,0.0,24.48,47.2,75.48,100.0,0.0,2002-11-05,2002,737.64
10/29/2002,0.0,24.28,39.41,72.23,100.0,0.0,2002-10-29,2002,695.7299999999999
10/22/2002,0.0,23.89,39.65,72.01,100.0,0.0,2002-10-22,2002,694.08
10/15/2002,0.0,23.64,39.6,70.48,100.0,0.0,2002-10-15,2002,688.0400000000001
10/8/2002,0.0,23.64,39.66,70.73,100.0,0.0,2002-10-08,2002,689.03
10/1/2002,0.0,23.61,38.19,51.75,93.88,6.12,2002-10-01,2002,619.9399999999999
9/24/2002,0.0,23.98,39.64,56.14,94.5,5.5,2002-09-24,2002,641.38
9/17/2002,0.0,23.92,39.39,55.61,94.23,5.77,2002-09-17,2002,638.22
9/10/2002,0.0,23.63,40.45,55.24,94.9,5.1,2002-09-10,2002,640.57
9/3/2002,0.0,22.95,39.93,56.36,94.72,5.28,2002-09-03,2002,638.27
8/27/2002,0.0,24.21,39.99,56.24,95.11,4.89,2002-08-27,2002,644.8399999999999
8/20/2002,0.0,23.95,40.31,56.57,95.01,4.99,2002-08-20,2002,645.71
8/13/2002,0.0,26.32,40.03,56.66,95.01,4.99,2002-08-13,2002,656.71
8/6/2002,0.0,26.05,40.05,56.22,94.77,5.23,2002-08-06,2002,653.8799999999999
7/30/2002,0.0,24.45,39.71,55.35,95.01,4.99,2002-07-30,2002,642.1500000000001
7/23/2002,0.0,23.07,37.9,55.3,94.31,5.69,2002-07-23,2002,627.16
7/16/2002,0.0,23.2,36.28,51.55,93.33,6.67,2002-07-16,2002,609.0999999999999
7/9/2002,0.0,15.15,36.09,53.57,93.45,6.55,2002-07-09,2002,574.27
7/2/2002,0.0,13.67,35.76,53.31,92.55,7.45,2002-07-02,2002,563.87
6/25/2002,0.0,13.46,35.49,52.99,92.44,7.56,2002-06-25,2002,560.6700000000001
6/18/2002,0.0,9.07,33.2,48.22,81.99,18.01,2002-06-18,2002,504.8
6/11/2002,0.0,4.09,27.08,42.35,82.14,17.86,2002-06-11,2002,437.96
6/4/2002,0.0,3.93,26.85,42.05,82.01,17.99,2002-06-04,2002,435.21000000000004
5/28/2002,0.0,3.87,27.18,41.79,80.11,19.89,2002-05-28,2002,433.55000000000007
5/21/2002,0.0,0.45,26.07,36.83,46.51,53.49,2002-05-21,2002,363.53
5/14/2002,0.0,0.55,26.59,37.31,46.73,53.27,2002-05-14,2002,367.77
5/7/2002,0.0,0.45,26.21,37.13,46.46,53.54,2002-05-07,2002,364.94000000000005
4/30/2002,0.0,0.45,26.4,37.89,46.74,53.26,2002-04-30,2002,368.26
4/23/2002,0.0,0.0,29.12,37.98,47.15,52.85,2002-04-23,2002,377.57000000000005
4/16/2002,0.0,0.0,29.37,38.23,47.39,52.61,2002-04-16,2002,379.56
4/9/2002,0.0,0.0,19.1,35.6,45.89,54.11,2002-04-09,2002,329.09000000000003
4/2/2002,0.0,0.0,6.56,26.77,44.82,55.18,2002-04-02,2002,251.37
3/26/2002,0.0,0.0,1.56,22.32,45.17,54.83,2002-03-26,2002,218.37000000000003
3/19/2002,0.0,0.0,0.0,22.3,44.4,55.6,2002-03-19,2002,211.3
3/12/2002,0.0,0.0,0.0,21.95,46.65,53.35,2002-03-12,2002,212.5
3/5/2002,0.0,0.0,0.0,0.29,47.09,52.91,2002-03-05,2002,147.96
2/26/2002,0.0,0.0,0.0,0.17,45.49,54.51,2002-02-26,2002,146.0
2/19/2002,0.0,0.0,0.0,0.07,45.24,54.76,2002-02-19,2002,145.45000000000002
2/12/2002,0.0,0.0,0.0,0.28,46.04,53.96,2002-02-12,2002,146.88
2/5/2002,0.0,0.0,0.0,0.16,24.43,75.57,2002-02-05,2002,124.91
1/29/2002,0.0,0.0,0.0,0.15,12.21,87.79,2002-01-29,2002,112.66000000000001
1/22/2002,0.0,0.0,0.0,0.11,12.76,87.24,2002-01-22,2002,113.08999999999999
1/15/2002,0.0,0.0,0.0,0.27,7.42,92.58,2002-01-15,2002,108.23
1/8/2002,0.0,0.0,0.0,0.11,7.16,92.84,2002-01-08,2002,107.49
1/1/2002,0.0,0.0,4.92,11.08,22.58,77.42,2002-01-01,2002,175.5
12/25/2001,0.0,0.0,9.92,18.81,33.47,66.53,2001-12-25,2001,229.57999999999998
12/18/2001,0.0,3.2,17.9,30.49,48.55,51.45,2001-12-18,2001,327.62
12/11/2001,0.0,6.77,20.09,30.49,51.64,48.36,2001-12-11,2001,357.31999999999994
12/4/2001,0.0,7.56,21.4,34.41,54.25,45.75,2001-12-04,2001,380.88000000000005
11/27/2001,0.0,17.59,30.64,45.1,59.07,40.93,2001-11-27,2001,504.88
11/20/2001,0.0,18.22,30.64,47.53,70.38,29.62,2001-11-20,2001,526.63
11/13/2001,0.0,18.22,32.69,47.53,70.38,29.62,2001-11-13,2001,534.83
11/6/2001,0.0,18.22,32.69,47.53,70.38,29.62,2001-11-06,2001,534.83
10/30/2001,0.0,18.22,32.69,47.53,70.38,29.62,2001-10-30,2001,534.83
10/23/2001,0.0,18.95,33.58,47.53,70.38,29.62,2001-10-23,2001,542.04
10/16/2001,0.0,18.95,33.58,47.53,70.38,29.62,2001-10-16,2001,542.04
10/9/2001,0.0,18.95,33.58,47.53,66.01,33.99,2001-10-09,2001,537.6700000000001
10/2/2001,0.0,18.95,33.57,47.53,66.01,33.99,2001-10-02,2001,537.63
9/25/2001,0.0,18.95,33.58,47.53,66.01,33.99,2001-09-25,2001,537.6700000000001
9/18/2001,0.0,18.95,33.58,47.53,66.01,33.99,2001-09-18,2001,537.6700000000001
9/11/2001,0.0,18.95,33.58,47.53,66.01,33.99,2001-09-11,2001,537.6700000000001
9/4/2001,0.0,18.6,28.25,35.87,49.72,50.28,2001-09-04,2001,463.33
8/28/2001,0.0,18.6,28.25,35.87,49.72,50.28,2001-08-28,2001,463.33
8/21/2001,0.0,16.26,25.19,32.15,47.0,53.0,2001-08-21,2001,425.51
8/14/2001,0.0,10.31,19.79,27.19,45.18,54.82,2001-08-14,2001,357.46
8/7/2001,0.0,9.69,19.79,27.19,45.18,54.82,2001-08-07,2001,354.35999999999996
7/31/2001,0.0,9.69,19.79,27.19,45.18,54.82,2001-07-31,2001,354.35999999999996
7/24/2001,0.0,9.69,19.79,27.19,45.18,54.82,2001-07-24,2001,354.35999999999996
7/17/2001,0.0,9.69,19.79,27.19,44.06,55.94,2001-07-17,2001,353.23999999999995
7/10/2001,0.0,9.69,17.04,26.69,43.92,56.08,2001-07-10,2001,340.59999999999997
7/3/2001,0.0,4.72,18.48,27.59,57.98,42.02,2001-07-03,2001,338.27000000000004
6/26/2001,0.0,0.93,17.28,27.59,53.88,46.12,2001-06-26,2001,310.41999999999996
6/19/2001,0.0,0.2,15.87,25.96,53.52,46.48,2001-06-19,2001,295.88
6/12/2001,0.0,0.05,8.93,24.34,50.15,49.85,2001-06-12,2001,259.14
6/5/2001,0.0,0.05,8.24,22.39,50.15,49.85,2001-06-05,2001,250.53
5/29/2001,0.0,0.04,6.1,17.23,40.35,59.65,2001-05-29,2001,216.64
5/22/2001,0.0,0.05,3.44,17.23,40.35,59.65,2001-05-22,2001,206.04999999999998
5/15/2001,0.0,0.05,3.44,17.23,40.35,59.65,2001-05-15,2001,206.04999999999998
5/8/2001,0.0,0.07,3.44,14.71,33.5,66.5,2001-05-08,2001,191.73999999999998
5/1/2001,0.0,0.58,3.44,14.71,33.5,66.5,2001-05-01,2001,194.29
4/24/2001,0.0,0.58,3.44,14.71,33.5,66.5,2001-04-24,2001,194.29
4/17/2001,0.0,0.58,3.44,14.71,33.5,66.5,2001-04-17,2001,194.29
4/10/2001,0.0,0.58,3.44,13.11,25.99,74.01,2001-04-10,2001,181.98
4/3/2001,0.0,0.58,3.44,12.93,30.21,69.79,2001-04-03,2001,185.66
3/27/2001,0.0,0.0,0.08,4.65,26.6,73.4,2001-03-27,2001,140.87
3/20/2001,0.0,0.0,0.08,4.65,26.6,73.4,2001-03-20,2001,140.87
3/13/2001,0.0,0.0,0.0,2.97,26.89,73.11,2001-03-13,2001,135.8
3/6/2001,0.0,0.0,0.0,2.97,26.89,73.11,2001-03-06,2001,135.8
2/27/2001,0.0,0.0,0.0,2.95,26.89,73.11,2001-02-27,2001,135.74
2/20/2001,0.0,0.0,0.0,2.28,31.9,68.1,2001-02-20,2001,138.73999999999998
2/13/2001,0.0,0.0,0.0,2.68,37.05,62.95,2001-02-13,2001,145.09
2/6/2001,0.0,0.0,0.0,0.0,36.35,63.65,2001-02-06,2001,136.35
1/30/2001,0.0,0.0,0.0,0.0,19.95,80.05,2001-01-30,2001,119.94999999999999
1/23/2001,0.0,0.0,0.0,0.0,25.77,74.23,2001-01-23,2001,125.77000000000001
1/16/2001,0.0,0.0,0.0,0.0,14.74,85.26,2001-01-16,2001,114.74000000000001
1/9/2001,0.0,0.0,0.0,0.0,43.67,56.33,2001-01-09,2001,143.67000000000002
1/2/2001,0.0,0.0,0.0,0.0,30.87,69.13,2001-01-02,2001,130.87
12/26/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-12-26,2000,100.0
12/19/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-12-19,2000,100.0
12/12/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-12-12,2000,100.0
12/5/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-12-05,2000,100.0
11/28/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-11-28,2000,100.0
11/21/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-11-21,2000,100.0
11/14/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-11-14,2000,100.0
11/7/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-11-07,2000,100.0
10/31/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-10-31,2000,100.0
10/24/2000,0.0,0.0,0.0,0.0,11.85,88.15,2000-10-24,2000,111.85000000000001
10/17/2000,0.0,0.0,0.0,0.0,15.92,84.08,2000-10-17,2000,115.92
10/10/2000,0.0,0.0,0.0,0.0,12.7,87.3,2000-10-10,2000,112.69999999999999
10/3/2000,0.0,0.0,0.0,0.0,12.7,87.3,2000-10-03,2000,112.69999999999999
9/26/2000,0.0,0.0,0.0,0.0,12.7,87.3,2000-09-26,2000,112.69999999999999
9/19/2000,0.0,0.0,0.0,0.0,12.18,87.82,2000-09-19,2000,112.17999999999999
9/12/2000,0.0,0.0,0.0,0.0,12.18,87.82,2000-09-12,2000,112.17999999999999
9/5/2000,0.0,0.0,0.0,0.0,12.18,87.82,2000-09-05,2000,112.17999999999999
8/29/2000,0.0,0.0,0.0,0.0,22.79,77.21,2000-08-29,2000,122.78999999999999
8/22/2000,0.0,0.0,0.0,0.99,24.91,75.09,2000-08-22,2000,127.88
8/15/2000,0.0,0.0,0.0,1.72,24.91,75.09,2000-08-15,2000,130.07
8/8/2000,0.0,0.0,0.0,0.0,12.02,87.98,2000-08-08,2000,112.02000000000001
8/1/2000,0.0,0.0,0.0,0.0,7.61,92.39,2000-08-01,2000,107.61
7/25/2000,0.0,0.0,0.0,0.0,7.61,92.39,2000-07-25,2000,107.61
7/18/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-07-18,2000,100.0
7/11/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-07-11,2000,100.0
7/4/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-07-04,2000,100.0
6/27/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-06-27,2000,100.0
6/20/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-06-20,2000,100.0
6/13/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-06-13,2000,100.0
6/6/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-06-06,2000,100.0
5/30/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-05-30,2000,100.0
5/23/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-05-23,2000,100.0
5/16/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-05-16,2000,100.0
5/9/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-05-09,2000,100.0
5/2/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-05-02,2000,100.0
4/25/2000,0.0,0.0,0.0,0.0,0.0,100.0,2000-04-25,2000,100.0
4/18/2000,0.0,0.0,0.0,0.0,4.07,95.93,2000-04-18,2000,104.07000000000001
4/11/2000,0.0,0.0,0.0,0.0,2.98,97.02,2000-04-11,2000,102.97999999999999
4/4/2000,0.0,0.0,0.0,0.0,2.98,97.02,2000-04-04,2000,102.97999999999999
3/28/2000,0.0,0.0,0.0,0.0,2.72,97.28,2000-03-28,2000,102.72
3/21/2000,0.0,0.0,0.0,0.0,2.55,97.45,2000-03-21,2000,102.55
3/14/2000,0.0,0.0,0.0,0.0,2.55,97.45,2000-03-14,2000,102.55
3/7/2000,0.0,0.0,0.0,0.03,9.44,90.56,2000-03-07,2000,109.53
2/29/2000,0.0,0.0,0.0,0.05,16.29,83.71,2000-02-29,2000,116.44
2/22/2000,0.0,0.0,0.0,0.0,18.71,81.29,2000-02-22,2000,118.71000000000001
2/15/2000,0.0,0.0,0.0,0.0,43.61,56.39,2000-02-15,2000,143.61
2/8/2000,0.0,0.0,0.0,0.0,44.2,55.8,2000-02-08,2000,144.2
2/1/2000,0.0,0.0,0.0,0.0,50.88,49.12,2000-02-01,2000,150.88
1/25/2000,0.0,0.0,0.0,0.0,55.97,44.03,2000-01-25,2000,155.97
1/18/2000,0.0,0.0,0.0,0.0,72.03,27.97,2000-01-18,2000,172.03
1/11/2000,0.0,0.0,0.0,0.0,81.75,18.25,2000-01-11,2000,181.75
1/4/2000,0.0,0.0,0.0,0.0,48.17,51.83,2000-01-04,2000,148.17000000000002
